CASE_NUMBER,CASE_STATUS,RECEIVED_DATE,DECISION_DATE,EMPLOYER_NAME,SOC_CODE,SOC_NAME,JOB_TITLE,WAGE_RATE_OF_PAY_FROM,WAGE_RATE_OF_PAY_TO,WAGE_UNIT_OF_PAY,WORKSITE_CITY,WORKSITE_STATE,WORKSITE_POSTAL_CODE
I-200-24000469,Certified,2025-04-22,2025-05-04,CLOUDFLARE INC,15-1244.00,Computer Occupations,Senior Site Reliability Engineer,241500,250130,Year,San Francisco,CA,94105
I-200-24000470,Certified,2025-09-28,2025-10-28,AMAZON.COM SERVICES LLC,15-1244.00,Computer Occupations,Senior Site Reliability Engineer,233000,244070,Year,San Francisco,CA,94105
I-200-24000471,Certified,2025-01-12,2025-02-01,PALANTIR TECHNOLOGIES INC,15-1244.00,Computer Occupations,Senior Site Reliability Engineer,244500,253655,Year,Sunnyvale,CA,94086
I-200-24000472,Certified,2026-01-13,2026-01-24,AIRBNB INC,15-1244.00,Computer Occupations,Senior Site Reliability Engineer,245000,254109,Year,Seattle,WA,98101
I-200-24000473,Certified,2025-10-19,2025-10-31,AIRBNB INC,15-1244.00,Computer Occupations,Senior Systems Infrastructure Engineer,244000,255644,Year,Sunnyvale,CA,94086
I-200-24000474,Certified,2025-05-13,2025-06-08,OPENAI LLC,15-1244.00,Computer Occupations,Senior Systems Infrastructure Engineer,213000,227615,Year,New York,NY,10001
I-200-24000475,Certified,2026-02-08,2026-02-28,PALANTIR TECHNOLOGIES INC,15-1244.00,Computer Occupations,Senior Systems Infrastructure Engineer,265000,284345,Year,Seattle,WA,98101
I-200-24000476,Certified,2025-08-27,2025-09-25,ANTHROPIC PBC,15-1244.00,Computer Occupations,Senior Site Reliability Engineer,228000,242476,Year,Sunnyvale,CA,94086
I-200-24000477,Certified,2025-06-01,2025-06-15,OUTLIER CORP,15-1244.00,Computer Occupations,Senior Systems Infrastructure Engineer,2500000,2500000,Year,Seattle,WA,98101
I-200-24000478,Certified,2026-01-16,2026-01-29,UBER TECHNOLOGIES INC,15-1244.00,Computer Occupations,Senior Systems Infrastructure Engineer,212000,225816,Year,Chicago,IL,60601
I-200-24000479,Certified,2025-05-08,2025-06-06,CLOUDFLARE INC,15-1244.00,Computer Occupations,Senior Systems Infrastructure Engineer,191500,210871,Year,Austin,TX,78701
I-200-24000480,Certified,2025-01-15,2025-02-03,META PLATFORMS INC,15-1244.00,Computer Occupations,Senior Site Reliability Engineer,216500,234048,Year,Chicago,IL,60601
I-200-24000481,Certified,2026-04-24,2026-05-11,AIRBNB INC,15-1244.00,Computer Occupations,Senior Systems Infrastructure Engineer,185500,205394,Year,Denver,CO,80202
I-200-24000482,Certified,2025-12-03,2025-12-18,CLOUDFLARE INC,15-1244.00,Computer Occupations,Senior Systems Infrastructure Engineer,203500,220581,Year,Chicago,IL,60601
I-200-24000483,Certified,2025-11-27,2025-12-10,OPENAI LLC,15-1244.00,Computer Occupations,Senior Systems Infrastructure Engineer,187000,201945,Year,Austin,TX,78701
I-200-24000484,Certified,2025-12-21,2026-01-06,AMAZON.COM SERVICES LLC,15-1244.00,Computer Occupations,Senior Systems Infrastructure Engineer,205500,222099,Year,Boston,MA,02110
I-200-24000485,Certified,2026-01-24,2026-02-11,AMAZON.COM SERVICES LLC,15-1244.00,Computer Occupations,Senior Site Reliability Engineer,164000,173061,Year,Denver,CO,80202
I-200-24000486,Certified,2025-08-05,2025-08-27,UBER TECHNOLOGIES INC,15-1244.00,Computer Occupations,Senior Site Reliability Engineer,205000,213656,Year,Austin,TX,78701
I-200-24000487,Certified,2025-11-03,2025-11-21,META PLATFORMS INC,15-1244.00,Computer Occupations,Senior Systems Infrastructure Engineer,214500,220621,Year,Austin,TX,78701
I-200-24000488,Certified,2026-02-16,2026-03-08,SNOWFLAKE INC,15-1244.00,Computer Occupations,Senior Site Reliability Engineer,194500,213291,Year,Austin,TX,78701
I-200-24000489,Certified,2025-01-18,2025-02-03,AMAZON.COM SERVICES LLC,15-1244.00,Computer Occupations,Senior Site Reliability Engineer,225000,240175,Year,Chicago,IL,60601
I-200-24000490,Certified,2025-06-10,2025-07-01,MICROSOFT CORP,15-1244.00,Computer Occupations,Senior Site Reliability Engineer,178000,194731,Year,Denver,CO,80202
I-200-24000491,Certified,2026-04-14,2026-05-04,PALANTIR TECHNOLOGIES INC,15-1244.00,Computer Occupations,Senior Site Reliability Engineer,217000,227561,Year,Denver,CO,80202
I-200-24000492,Certified,2025-11-19,2025-12-03,STRIPE INC,15-1244.00,Computer Occupations,Senior Systems Infrastructure Engineer,190000,197839,Year,Denver,CO,80202
I-200-24000493,Certified,2025-04-01,2025-04-18,UBER TECHNOLOGIES INC,15-1244.00,Computer Occupations,Senior Systems Infrastructure Engineer,204000,209348,Year,Boston,MA,02110
I-200-24000494,Certified,2025-02-10,2025-03-12,OPENAI LLC,15-1244.00,Computer Occupations,Senior Site Reliability Engineer,220000,226216,Year,Chicago,IL,60601
I-200-24000495,Certified,2024-12-27,2025-01-12,META PLATFORMS INC,15-1244.00,Computer Occupations,Senior Site Reliability Engineer,213000,223683,Year,Boston,MA,02110
I-200-24000496,Certified,2025-06-01,2025-06-15,OUTLIER CORP,15-1244.00,Computer Occupations,Senior Systems Infrastructure Engineer,2500000,2500000,Year,Austin,TX,78701
I-200-24000497,Certified,2024-12-30,2025-01-22,APPLE INC,15-1244.00,Computer Occupations,Senior Systems Infrastructure Engineer,154000,167566,Year,Atlanta,GA,30303
I-200-24000498,Certified,2025-07-04,2025-08-01,MICROSOFT CORP,15-1244.00,Computer Occupations,Senior Site Reliability Engineer,169000,175822,Year,Atlanta,GA,30303
I-200-24000499,Certified,2026-03-04,2026-03-11,PALANTIR TECHNOLOGIES INC,15-1244.00,Computer Occupations,Senior Site Reliability Engineer,155500,171949,Year,Remote,US,00000
I-200-24000500,Certified,2025-01-30,2025-02-24,AMAZON.COM SERVICES LLC,15-1244.00,Computer Occupations,Senior Site Reliability Engineer,177000,191181,Year,Salt Lake City,UT,84101
I-200-24000501,Certified,2025-10-05,2025-10-25,DATADOG INC,15-1244.00,Computer Occupations,Senior Systems Infrastructure Engineer,179500,184643,Year,Salt Lake City,UT,84101
I-200-24000502,Certified,2026-04-26,2026-05-13,SNOWFLAKE INC,15-1244.00,Computer Occupations,Senior Systems Infrastructure Engineer,175000,183874,Year,Raleigh,NC,27601
I-200-24000503,Certified,2025-07-24,2025-08-12,AMAZON.COM SERVICES LLC,15-1244.00,Computer Occupations,Senior Systems Infrastructure Engineer,172000,179385,Year,Raleigh,NC,27601
I-200-24000504,Certified,2026-02-05,2026-02-25,STRIPE INC,15-1244.00,Computer Occupations,Senior Systems Infrastructure Engineer,166500,183237,Year,Remote,US,00000
I-200-24000505,Certified,2025-02-12,2025-03-04,DATADOG INC,15-1244.00,Computer Occupations,Senior Site Reliability Engineer,169000,184201,Year,Salt Lake City,UT,84101
I-200-24000506,Certified,2025-09-15,2025-10-15,OPENAI LLC,15-1244.00,Computer Occupations,Senior Systems Infrastructure Engineer,199500,219467,Year,Raleigh,NC,27601
I-200-24000507,Certified,2025-11-01,2025-11-24,CLOUDFLARE INC,15-1244.00,Computer Occupations,Senior Systems Infrastructure Engineer,202000,214941,Year,Salt Lake City,UT,84101
I-200-24000508,Certified,2026-01-26,2026-02-16,MICROSOFT CORP,15-1244.00,Computer Occupations,Senior Systems Infrastructure Engineer,173500,182030,Year,Remote,US,00000
I-200-24000509,Certified,2025-09-13,2025-10-11,ANTHROPIC PBC,15-1244.00,Computer Occupations,Senior Site Reliability Engineer,179000,187870,Year,Atlanta,GA,30303
I-200-24000510,Certified,2025-09-13,2025-09-25,SNOWFLAKE INC,15-1244.00,Computer Occupations,Senior Systems Infrastructure Engineer,188500,202959,Year,Atlanta,GA,30303
I-200-24000511,Certified,2026-01-23,2026-02-09,MICROSOFT CORP,15-1244.00,Computer Occupations,Senior Site Reliability Engineer,202500,216172,Year,Remote,US,00000
I-200-24000512,Certified,2025-08-08,2025-09-02,ANTHROPIC PBC,15-1244.00,Computer Occupations,Senior Site Reliability Engineer,193000,201421,Year,Atlanta,GA,30303
I-200-24000513,Certified,2026-02-09,2026-02-22,PALANTIR TECHNOLOGIES INC,15-1244.00,Computer Occupations,Senior Systems Infrastructure Engineer,213500,230375,Year,Remote,US,00000
I-200-24000514,Certified,2025-12-14,2026-01-04,AMAZON.COM SERVICES LLC,15-1244.00,Computer Occupations,Senior Systems Infrastructure Engineer,177500,187982,Year,Raleigh,NC,27601
I-200-24000515,Certified,2025-02-02,2025-02-25,SNOWFLAKE INC,15-1244.00,Computer Occupations,Senior Site Reliability Engineer,177000,188410,Year,Remote,US,00000
I-200-24000516,Certified,2025-04-11,2025-05-11,AIRBNB INC,15-1244.00,Computer Occupations,Senior Site Reliability Engineer,190000,197043,Year,Salt Lake City,UT,84101
I-200-24000517,Certified,2025-01-04,2025-01-20,MICROSOFT CORP,15-1244.00,Computer Occupations,Senior Systems Infrastructure Engineer,158000,172708,Year,Raleigh,NC,27601
I-200-24000518,Certified,2025-06-01,2025-06-15,OUTLIER CORP,15-1244.00,Computer Occupations,Senior Systems Infrastructure Engineer,2500000,2500000,Year,Remote,US,00000
I-200-24000519,Certified,2025-08-28,2025-09-17,PALANTIR TECHNOLOGIES INC,15-1244.00,Computer Occupations,Staff Distributed Systems Engineer,308500,313956,Year,Seattle,WA,98101
I-200-24000520,Certified,2025-03-02,2025-03-22,UBER TECHNOLOGIES INC,15-1244.00,Computer Occupations,Staff Distributed Systems Engineer,242500,254310,Year,New York,NY,10001
I-200-24000521,Certified,2026-04-07,2026-04-22,ANTHROPIC PBC,15-1244.00,Computer Occupations,Staff Infrastructure Engineer,274500,289625,Year,New York,NY,10001
I-200-24000522,Certified,2025-08-29,2025-09-27,UBER TECHNOLOGIES INC,15-1244.00,Computer Occupations,Staff Distributed Systems Engineer,275500,291364,Year,Seattle,WA,98101
I-200-24000523,Certified,2025-08-17,2025-09-06,APPLE INC,15-1244.00,Computer Occupations,Staff Distributed Systems Engineer,274500,279738,Year,Sunnyvale,CA,94086
I-200-24000524,Certified,2025-07-27,2025-08-03,ANTHROPIC PBC,15-1244.00,Computer Occupations,Staff Infrastructure Engineer,344500,361155,Year,New York,NY,10001
I-200-24000525,Certified,2025-08-05,2025-08-17,UBER TECHNOLOGIES INC,15-1244.00,Computer Occupations,Staff Infrastructure Engineer,284000,290619,Year,New York,NY,10001
I-200-24000526,Certified,2025-04-07,2025-05-05,META PLATFORMS INC,15-1244.00,Computer Occupations,Staff Infrastructure Engineer,316000,330887,Year,Sunnyvale,CA,94086
I-200-24000527,Certified,2025-01-16,2025-02-03,STRIPE INC,15-1244.00,Computer Occupations,Staff Infrastructure Engineer,342000,347883,Year,Seattle,WA,98101
I-200-24000528,Certified,2026-02-12,2026-03-04,SNOWFLAKE INC,15-1244.00,Computer Occupations,Staff Infrastructure Engineer,307500,321697,Year,San Francisco,CA,94105
I-200-24000529,Certified,2025-04-28,2025-05-22,UBER TECHNOLOGIES INC,15-1244.00,Computer Occupations,Staff Distributed Systems Engineer,278000,295264,Year,New York,NY,10001
I-200-24000530,Certified,2025-09-15,2025-10-03,OPENAI LLC,15-1244.00,Computer Occupations,Staff Infrastructure Engineer,275500,284889,Year,San Francisco,CA,94105
I-200-24000531,Certified,2026-01-02,2026-01-09,ANTHROPIC PBC,15-1244.00,Computer Occupations,Staff Distributed Systems Engineer,275500,285743,Year,Seattle,WA,98101
I-200-24000532,Certified,2025-02-24,2025-03-23,DATADOG INC,15-1244.00,Computer Occupations,Staff Distributed Systems Engineer,285000,297666,Year,San Francisco,CA,94105
I-200-24000533,Certified,2025-09-06,2025-09-16,MICROSOFT CORP,15-1244.00,Computer Occupations,Staff Distributed Systems Engineer,305500,321938,Year,San Francisco,CA,94105
I-200-24000534,Certified,2026-03-29,2026-04-28,UBER TECHNOLOGIES INC,15-1244.00,Computer Occupations,Staff Infrastructure Engineer,317000,332591,Year,Seattle,WA,98101
I-200-24000535,Certified,2025-09-08,2025-10-03,META PLATFORMS INC,15-1244.00,Computer Occupations,Staff Infrastructure Engineer,273500,284784,Year,Sunnyvale,CA,94086
I-200-24000536,Certified,2025-01-08,2025-01-27,AMAZON.COM SERVICES LLC,15-1244.00,Computer Occupations,Staff Infrastructure Engineer,275000,281987,Year,Seattle,WA,98101
I-200-24000537,Certified,2025-10-22,2025-11-11,DATADOG INC,15-1244.00,Computer Occupations,Staff Distributed Systems Engineer,296000,304719,Year,Sunnyvale,CA,94086
I-200-24000538,Certified,2025-11-28,2025-12-09,PALANTIR TECHNOLOGIES INC,15-1244.00,Computer Occupations,Staff Infrastructure Engineer,300500,310099,Year,Sunnyvale,CA,94086
I-200-24000539,Certified,2025-03-10,2025-03-29,MICROSOFT CORP,15-1244.00,Computer Occupations,Staff Infrastructure Engineer,317000,334627,Year,San Francisco,CA,94105
I-200-24000540,Certified,2025-06-15,2025-06-27,PALANTIR TECHNOLOGIES INC,15-1244.00,Computer Occupations,Staff Infrastructure Engineer,272500,280223,Year,Seattle,WA,98101
I-200-24000541,Certified,2025-06-01,2025-06-15,OUTLIER CORP,15-1244.00,Computer Occupations,Staff Infrastructure Engineer,2500000,2500000,Year,Seattle,WA,98101
I-200-24000542,Certified,2026-02-01,2026-02-10,SNOWFLAKE INC,15-1244.00,Computer Occupations,Staff Distributed Systems Engineer,284000,290997,Year,Boston,MA,02110
I-200-24000543,Certified,2025-02-15,2025-03-16,SNOWFLAKE INC,15-1244.00,Computer Occupations,Staff Infrastructure Engineer,240000,252124,Year,Denver,CO,80202
I-200-24000544,Certified,2025-06-29,2025-07-25,UBER TECHNOLOGIES INC,15-1244.00,Computer Occupations,Staff Distributed Systems Engineer,257500,265064,Year,Boston,MA,02110
I-200-24000545,Certified,2026-04-23,2026-05-04,AIRBNB INC,15-1244.00,Computer Occupations,Staff Infrastructure Engineer,255000,269895,Year,Austin,TX,78701
I-200-24000546,Certified,2026-01-23,2026-02-12,PALANTIR TECHNOLOGIES INC,15-1244.00,Computer Occupations,Staff Infrastructure Engineer,237500,246840,Year,Chicago,IL,60601
I-200-24000547,Certified,2025-07-13,2025-07-25,PALANTIR TECHNOLOGIES INC,15-1244.00,Computer Occupations,Staff Infrastructure Engineer,253500,264518,Year,Denver,CO,80202
I-200-24000548,Certified,2025-10-26,2025-11-19,ANTHROPIC PBC,15-1244.00,Computer Occupations,Staff Distributed Systems Engineer,271000,281589,Year,Chicago,IL,60601
I-200-24000549,Certified,2025-05-07,2025-05-27,META PLATFORMS INC,15-1244.00,Computer Occupations,Staff Infrastructure Engineer,222000,227836,Year,Denver,CO,80202
I-200-24000550,Certified,2025-03-22,2025-04-18,PALANTIR TECHNOLOGIES INC,15-1244.00,Computer Occupations,Staff Infrastructure Engineer,284500,293695,Year,Denver,CO,80202
I-200-24000551,Certified,2025-05-20,2025-06-07,AIRBNB INC,15-1244.00,Computer Occupations,Staff Distributed Systems Engineer,258500,277653,Year,Chicago,IL,60601
I-200-24000552,Certified,2025-05-08,2025-06-04,APPLE INC,15-1244.00,Computer Occupations,Staff Distributed Systems Engineer,243500,258805,Year,Austin,TX,78701
I-200-24000553,Certified,2025-11-23,2025-12-23,AMAZON.COM SERVICES LLC,15-1244.00,Computer Occupations,Staff Distributed Systems Engineer,220000,225977,Year,Boston,MA,02110
I-200-24000554,Certified,2025-09-10,2025-10-07,STRIPE INC,15-1244.00,Computer Occupations,Staff Infrastructure Engineer,277500,287871,Year,Austin,TX,78701
I-200-24000555,Certified,2025-12-11,2025-12-31,CLOUDFLARE INC,15-1244.00,Computer Occupations,Staff Infrastructure Engineer,248500,263644,Year,Denver,CO,80202
I-200-24000556,Certified,2025-11-26,2025-12-15,SNOWFLAKE INC,15-1244.00,Computer Occupations,Staff Distributed Systems Engineer,250500,264313,Year,Chicago,IL,60601
I-200-24000557,Certified,2025-08-12,2025-08-19,OPENAI LLC,15-1244.00,Computer Occupations,Staff Distributed Systems Engineer,261500,279841,Year,Boston,MA,02110
I-200-24000558,Certified,2025-12-23,2026-01-11,DATADOG INC,15-1244.00,Computer Occupations,Staff Distributed Systems Engineer,248500,260983,Year,Austin,TX,78701
I-200-24000559,Certified,2025-07-31,2025-08-20,SNOWFLAKE INC,15-1244.00,Computer Occupations,Staff Infrastructure Engineer,244500,259587,Year,Chicago,IL,60601
I-200-24000560,Certified,2025-05-11,2025-05-28,AMAZON.COM SERVICES LLC,15-1244.00,Computer Occupations,Staff Infrastructure Engineer,240000,248723,Year,Austin,TX,78701
I-200-24000561,Certified,2025-05-29,2025-06-18,AMAZON.COM SERVICES LLC,15-1244.00,Computer Occupations,Staff Infrastructure Engineer,228000,237640,Year,Boston,MA,02110
I-200-24000562,Certified,2024-12-25,2025-01-05,APPLE INC,15-1244.00,Computer Occupations,Staff Distributed Systems Engineer,233500,250745,Year,Chicago,IL,60601
I-200-24000563,Certified,2025-01-03,2025-01-30,OPENAI LLC,15-1244.00,Computer Occupations,Staff Infrastructure Engineer,226000,237133,Year,Denver,CO,80202
I-200-24000564,Certified,2025-06-01,2025-06-15,OUTLIER CORP,15-1244.00,Computer Occupations,Staff Infrastructure Engineer,2500000,2500000,Year,Denver,CO,80202
I-200-24000565,Certified,2026-04-25,2026-05-12,APPLE INC,15-1244.00,Computer Occupations,Staff Distributed Systems Engineer,181000,195646,Year,Raleigh,NC,27601
I-200-24000566,Certified,2026-01-08,2026-02-05,SNOWFLAKE INC,15-1244.00,Computer Occupations,Staff Distributed Systems Engineer,256500,268387,Year,Atlanta,GA,30303
I-200-24000567,Certified,2025-10-05,2025-10-26,PALANTIR TECHNOLOGIES INC,15-1244.00,Computer Occupations,Staff Infrastructure Engineer,256500,270813,Year,Remote,US,00000
I-200-24000568,Certified,2025-10-21,2025-11-07,PALANTIR TECHNOLOGIES INC,15-1244.00,Computer Occupations,Staff Infrastructure Engineer,226000,232874,Year,Atlanta,GA,30303
I-200-24000569,Certified,2026-02-27,2026-03-14,META PLATFORMS INC,15-1244.00,Computer Occupations,Staff Infrastructure Engineer,230500,244802,Year,Raleigh,NC,27601
I-200-24000570,Certified,2025-06-27,2025-07-20,PALANTIR TECHNOLOGIES INC,15-1244.00,Computer Occupations,Staff Distributed Systems Engineer,231000,239096,Year,Atlanta,GA,30303
I-200-24000571,Certified,2025-06-09,2025-07-04,SNOWFLAKE INC,15-1244.00,Computer Occupations,Staff Infrastructure Engineer,212000,222112,Year,Raleigh,NC,27601
I-200-24000572,Certified,2025-12-31,2026-01-20,CLOUDFLARE INC,15-1244.00,Computer Occupations,Staff Infrastructure Engineer,270500,289936,Year,Raleigh,NC,27601
I-200-24000573,Certified,2025-08-30,2025-09-06,STRIPE INC,15-1244.00,Computer Occupations,Staff Infrastructure Engineer,245500,253404,Year,Raleigh,NC,27601
I-200-24000574,Certified,2025-11-27,2025-12-20,SNOWFLAKE INC,15-1244.00,Computer Occupations,Staff Infrastructure Engineer,245000,262829,Year,Raleigh,NC,27601
I-200-24000575,Certified,2025-05-20,2025-06-10,META PLATFORMS INC,15-1244.00,Computer Occupations,Staff Infrastructure Engineer,204000,223092,Year,Salt Lake City,UT,84101
I-200-24000576,Certified,2026-04-02,2026-04-29,AIRBNB INC,15-1244.00,Computer Occupations,Staff Infrastructure Engineer,205000,214701,Year,Remote,US,00000
I-200-24000577,Certified,2025-05-14,2025-05-28,MICROSOFT CORP,15-1244.00,Computer Occupations,Staff Distributed Systems Engineer,195000,204085,Year,Salt Lake City,UT,84101
I-200-24000578,Certified,2026-04-03,2026-04-20,APPLE INC,15-1244.00,Computer Occupations,Staff Distributed Systems Engineer,171000,178549,Year,Remote,US,00000
I-200-24000579,Certified,2025-06-26,2025-07-12,MICROSOFT CORP,15-1244.00,Computer Occupations,Staff Distributed Systems Engineer,244000,254685,Year,Atlanta,GA,30303
I-200-24000580,Certified,2025-01-02,2025-01-22,SNOWFLAKE INC,15-1244.00,Computer Occupations,Staff Distributed Systems Engineer,206000,221404,Year,Atlanta,GA,30303
